S.No.,State,City,Category,Alcohol,Hotel Name,Address,Total Rooms,Ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Kerala,Ernakulam,3 Star,Without Alcohol,Aruna Tourist Home,A M Road  Perumbavoor  Ernakulam,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Kerala,Ernakulam,3 Star,Without Alcohol,ARYA INTERNATIONAL,NELLAD  ERNAKULAM Ernakulam,15,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Kerala,Ernakulam,3 Star,Without Alcohol,ATSWILLINGDON HOTEL,ATS WILLINGDON HOTEL   A BRANCH OF P K MOHAMMED PRIVATE LIMITED  WILLINGDON ISLAND  KOCHI 682029 Ernakulam,19,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Kerala,Ernakulam,3 Star,Without Alcohol,Cochin Seaport Hotel,Thekkanmalipuram  Azheekkal P O  Vypeen Ernakulam 682510,25,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Kerala,Ernakulam,3 Star,Without Alcohol,Diana Tourist Home,Koothattukulam  Ernakulam Dist ,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Kerala,Ernakulam,3 Star,Without Alcohol,ELOOR TOURIST HOME,KUTTIKATTUKARA P O  UDYOGAMANDAL  ERNAKULAM DISTRICT,15,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Kerala,Ernakulam,3 Star,Without Alcohol,Gopika Regency,NH17  Chirakkakam  Varapuzha  Cochin,20,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Kerala,Ernakulam,3 Star,Without Alcohol,HAMILTON RESIDENCY  A UNIT OF HOTEL HAMILTON RESIDENCY PVT LTD ,HAMILTON RESIDENCY  A UNIT OF HOTEL HAMILTON RESIDENCY PVT LTD   KURUPPAMPADY  PERUMBAVUR  ERNAKULAM,10,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Amruthu,Thoppumpady  Ernakulam District ,10,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Chandni Park  Hind Resorts and Services Pvt Ltd  ,South Kalamassery  Ernakulam,11,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Kerala,Ernakulam,3 Star,Without Alcohol,HOTEL EDASSERY MANSION,HOTEL EDASSERY MANSION  KATHRIKADAVU  KALOOR P O  ERNAKULAM 682017  KERALA,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Elegance  A unit of Perumbavoor Hotels and Resorts Pvt  Ltd  ,M C  ROAD  PULLUVAZHI P O  PERUMBAVOOR  ERNAKULAM  PIN 683541,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Geo,Thoppumpady  Kochi,10,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Kerala,Ernakulam,3 Star,Without Alcohol,HOTEL GREEN PALACE,PAMPAKUDA P O  MUVATTUPUZHA ERNAKULAM,11,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Hill Palace  South Asia Hotels Ltd ,Refinery Road  Irumpanam Junction  Thripunithura,32,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Kadambari Regency  A unit of Hotel Kadambari Regency Private Limited,BLDG  NO  XVII  264 275   M C ROAD  MAROTTICHODI  MATTOOR P O  KALADY  ERNAKULAM DISTRICT Ernakulam,11,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Kerala,Ernakulam,3 Star,Without Alcohol,HOTEL KEERTHY,HOTEL KEERTHY  M C  ROAD  KOOTHATTUKULAM P O  ERNAKULAM DISTRICT  KERALA,10,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Kerala,Ernakulam,3 Star,Without Alcohol,HOTEL KOTTARAM ,Murikkumpadom  Vypeen   Cochin ,11,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Kerala,Ernakulam,3 Star,Without Alcohol,HOTEL NAYANA, A UNIT OF HOTEL NAYANA PRIVATE LIMITED   P M ROAD  VAZHAKULAM P O  MUVATTUPUZHA  ERNAKULAM DISTRICT,10,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Olive Eva,Opp Info Park Smart City Kakkanad Ernakulam,44,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Kerala,Ernakulam,3 Star,Without Alcohol,HOTEL PALACE INN, A UNIT OF PLANET GROUP   BEHIND KSRTC BUS STAND  T B JUNCTION  ANGAMALY  ERNAKULAM DISTRICT,12,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Panoramic,Parappuram P O Kanjoor Ernakulam,10,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Saj International,Medical College Jn Kolenchery  Post,14,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Kerala,Ernakulam,3 Star,Without Alcohol,HOTEL SEA GATE,SEA GATE PATHADIPALAM SOUTH KALAMASSERY COCHIN  KERALA ,10,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Kerala,Ernakulam,3 Star,Without Alcohol,Hotel Zodiac,Market Junction  Tripunithura  Ernakulam,10,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Kerala,Ernakulam,3 Star,Without Alcohol,Jawahar Tourist Home,A M Road  Kothamangalam  Ernakulam,11,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Kerala,Ernakulam,3 Star,Without Alcohol,KATHRIKADAVU TOURIST HOME  HOTEL SEA PEARL  ,KUTTAPPAI ROAD  NEAR SARITHA THEATRE  ERNAKULAM DT  ERNAKULAM  KERALA 682031,10,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Kerala,Ernakulam,3 Star,Without Alcohol,KIZHAKKAMBALAM TOURIST HOME,KIZHAKKAMBALAM TOURIST HOME  KIZHAKKAMBALAM  ERNAKULAM DISTRICT  KERALA 683562,15,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Kerala,Ernakulam,3 Star,Without Alcohol,LOVEDONS GARDEN,KOLENCHERY P O  ERNAKULAM,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Kerala,Ernakulam,3 Star,Without Alcohol,MAHARANI HOLIDAY HOME,  A UNIT OF MAHARANI HOLIDAY HOMES  P  LTD   PIRAVOM P O  ERNAKULAM DISTRICT,10,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Kerala,Ernakulam,3 Star,Without Alcohol,Maria International,Kothamangalam P O  Ernakulam,17,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Kerala,Ernakulam,3 Star,Without Alcohol,Niko Hotels  A Unit of Hikari Hotels Pvt  Ltd  ,K P Vallon Road Kadavanthra Cochin Kerala 682020 Ernakulam,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
230,Kerala,Ernakulam,3 Star,Without Alcohol,Park Central  A unit of Hotel Siena Central Private Limited ,36   1856   A  Kaloor   Kadavanthra Road  Kaloor   682017  Kerala,17,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Kerala,Ernakulam,3 Star,Without Alcohol,Park Residency,Girinagar Link Road  Kadavanthra Cochin  Kerala ,15,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Kerala,Ernakulam,3 Star,Without Alcohol,Polakulath Regency ,Jewel Junction  M G Road  Ernakulam  Cochin ,10,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Kerala,Ernakulam,3 Star,Without Alcohol,POLAKULATH TOURIST HOME,POLAKULATH TOURIST HOME MULANTHURUTHY ERNAKULAM 682314 Ernakulam,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Kerala,Ernakulam,3 Star,Without Alcohol,Polakulath Tourist Home ,Polakulath Tourist Home  S N Jn   Palarivattom Cochin ,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Kerala,Ernakulam,3 Star,Without Alcohol,Prayana Hotels,Near E S I Hospital Opposite North Railway Station Ernakulam,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Kerala,Ernakulam,3 Star,Without Alcohol,Rock Rose Tourist Home  A unit of Rock Rose Tourist Home  P  Ltd ,NH Byepass  Palarivattom  Puthiya Road  Kochi  Kerala Ernakulam,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Kerala,Ernakulam,3 Star,Without Alcohol,Rose Residency,NH 49  Cochin Madura Road  Near Block Jn  Kolenchery,36,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Kerala,Ernakulam,3 Star,Without Alcohol,SONIA TOURIST HOME,M C ROAD  KOOTHATTUKULAM Ernakulam,14,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Kerala,Ernakulam,3 Star,Without Alcohol,Sreevalsam Residency,Mattoor  M C Road  Kalady  Ernakulam Ernakulam Ernakulam,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Kerala,Ernakulam,3 Star,Without Alcohol,XL HOTEL,A K SAnthosh  Propriter  XL hotel  Rose street  Fort kochi  682001,10,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Kerala,Ettumanoor,3 Star,Without Alcohol,Hotel Sreelakshmi Park,Pala Road Ayarkunnam Kottayam ,11,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Kerala,Guruvayoor,3 Star,Without Alcohol,Hotel Amaravathi ,Near Bus Stand  Chavakkad  Thrissur Guruvayoor,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Kerala,Idukki,3 Star,Without Alcohol,AMBADY TOURIST HOME,AMBADY TOURIST HOME  MUVATTUPUZHA ROAD  THODUPUZHA,10,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Kerala,Idukki,3 Star,Without Alcohol,CHANDANA TOURIST HOME,UDUMALPET ROAD  MARAYUR P O   IDUKKI DIST ,25,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Kerala,Idukki,3 Star,Without Alcohol,DHANYA TOURIST HOME ,Kallarkutty Road  Adimaly  Idukki District  Kerala State     685561 Idukki ,16,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Kerala,Idukki,3 Star,Without Alcohol,HOTEL GREEN OASIS, A UNIT OF GREEN OASIS REGENCY HOTEL PRIVATE LIMITED   NEAR TELEPHONE EXCHANGE  MUTTOM  THODUPUZHA  IDUKKI DISTRICT,18,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Kerala,Idukki,3 Star,Without Alcohol,Hotel Victoria International,Orappankal Building  Central Junction  Kattappana ,10,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Kerala,IRITTY,3 Star,Without Alcohol,HOTEL SURYA,Near Iritty Bridge  Iritty  Post  Kannur  Dist Kerala,11,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Kerala,IRITTY,3 Star,Without Alcohol,K K TOURIST HOME,IRITTY  KANNUR DIST,20,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Kerala,IRITTY,3 Star,Without Alcohol,Sky Paradise,Vallithode  Kiliyanthara  P O   Iritty ,16,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Kerala,KALADY,3 Star,Without Alcohol,EDASSERY VILLAGE RESORT,EDASSERY VILLAGE RESORT  CHENGAL  KALADY  ERNAKULAM DISTRICT 683574  KERALA,10,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Kerala,Kalpetta,3 Star,Without Alcohol,Chembra Residency  A unit of jilsu associates LLP ,Vellaramkunnu Kalpetta  P O ,10,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Kerala,Kanhangad,3 Star,Without Alcohol,MALANADU TOURIST HOME ,North Kottacherry  Kanhangad  Kasaragod  ,14,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Kerala,Kanhangad,3 Star,Without Alcohol,NEELESHWAR HERMITAGE,OZHINHAVALAPPU P O   NILESHWAR VIA  KASARAGOD DIST ,18,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Kerala,Kannur,3 Star,Without Alcohol,Geetha Residency,post chirakkal  puthiyatheru  Kannur Dist ,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Kerala,Kannur,3 Star,Without Alcohol,Broad Bean   A Unit Of KK Leisures and Tourism International Pvt  Ltd  ,Chakkarakkal  Mowenchery P O  Kannur Taluk  Kannur Dist ,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Kerala,Kannur,3 Star,Without Alcohol,Hotel Parassini Polariz,Near Snake Park  Kolmotta  p o   Parassinikkadavu   Kannur,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Kerala,Kannur,3 Star,Without Alcohol,Hotel Samudra,Post Sreekandapuram  Kannur Dist   Kerala,11,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Kerala,Kannur,3 Star,Without Alcohol,HOTEL SKY PARK,IRITTY ROAD  MATTANUR  KANNUR,19,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Kerala,Kannur,3 Star,Without Alcohol,LA SERENE HOTEL,A UNIT OF INFINITY BUSINESS GROUP  NEAR VETERINARY HOSPITAL  MATTANUR P O  KANNUR 670702,14,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Kerala,Kannur,3 Star,Without Alcohol,Lyndas Residency,Alakkandy Arcade  T C Road  Kuthuparamba  Kannur Kannur,12,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Kerala,Kannur,3 Star,Without Alcohol,Rajadhani,Peravoor   Kannur Kannur,10,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Kerala,Kannur,3 Star,Without Alcohol,SNEHA INN,BAKKALAM  KANOOL P O  KANNUR,14,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Kerala,Karunagapally,3 Star,Without Alcohol,Hotel Comfort Regency,Hotel Comfort Regency NH 66 47  Karunagapally Kollam Dist Kerala,11,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Kerala,Karunagapally,3 Star,Without Alcohol,HOTEL INDRAPRASTHA,NH 66 KARUNAGAPPALLY P O  KARUNAGAPPALLY KOLLAM,21,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Kerala,Kasaragod,3 Star,Without Alcohol,J K  Residency Kasaragod,Beach Road Kasaragod Kasaragod,10,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Kerala,KASARGOD,3 Star,Without Alcohol,HOTEL BEKAL PALACE,PALAKUNNU BEKAL P O,20,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Kerala,KASARGOD,3 Star,Without Alcohol,HOTEL LANDMARK,HOTEL LANDMARK  ALAMIPPALLY P O   KANHANGAD  KASARGOD DIST KASARGOD,12,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Kerala,Kayamkulam,3 Star,Without Alcohol,HIGHWAY PALACE  A LEASED PROPERTY FROM HOTEL HIGHWAY PARK ,HIGHWAY PALACE  A LEASED PROPERTY FROM HOTEL HIGHWAY PARK   KAYAMKULAM,11,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Kerala,Kayamkulam,3 Star,Without Alcohol,HOTEL ROMA CENTRAL ,HOTEL ROMA CENTRAL  A UNIT OF HOTEL JN PRIVATE LIMITED  2ND MILE  KOPRAPURA  PULLIKKANAKKU P O  KAYAMKULAM Kayamkulam ,10,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Kerala,Kochi,3 Star,Without Alcohol,Arakkathara tourist home,Arakkathara tourist home  Nambiyapuram Road  Palluruthy  Kochi 682006,10,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Kerala,Kochi,3 Star,Without Alcohol,GINO TOURIST HOME,KAKKANAD  KOCHI,10,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Kerala,Kochi,3 Star,Without Alcohol,KALAMASSERY TOURIST HOME,KALAMASSERY TOURIST HOME  OPP APPOLO TYRES  KALAMASSERY NORTH P O  KALAMASSERY  ERNAKULAM DISTRICT  KERALA 683104,19,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Kerala,Kochi,3 Star,Without Alcohol,The Cochin Legacy  Labella Hospitality Pvt  Ltd  ,Near Nairs Hospital  NH 47 Bye Pass  Maradu P O Ernakulam Dt  Kerala ,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Kerala,Kochi,3 Star,Without Alcohol,THE INTERNATIONAL HOTEL,PB NO 3563  VEEKSHANAM ROAD  M G ROAD  ERNAKULAM,35,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Kerala,Kodungallur,3 Star,Without Alcohol,Aswathy Bar and Hotel,South Nada  Kodungallur  Thrissur Kodungallur,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Kerala,Kodungallur,3 Star,Without Alcohol,Hotel Palace EN Paradise,Opposite KSRTC Bus Stand Sringapuram  Methala   Post Kodungallur  Thrissur  District  Kerala,10,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Kerala,Kodungallur,3 Star,Without Alcohol,KALLADA RESIDENCY,SANTHIPURAM KODUNGALLUR THRISSUR DIST KERALA STATE,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Kerala,Kodungallur,3 Star,Without Alcohol,Polakulath Tourist Home  Pullut ,Polakulath Tourist Home Pullut   Narayanamangalam  THRISSUR  Dis    PIN    680663,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Kerala,Kollam,3 Star,Without Alcohol,HIGHLAND HOTEL AND RESORTS,HIGHLAND HOTEL AND RESORTS  OPP VAIDHYUTHI BHAVAN  NH 744  KOTTARAKARA PO  KOLLAM KERALALA  PIN 691506,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Kerala,Kollam,3 Star,Without Alcohol,HOTEL ANTONY S TOWER,PATHANAPURAM  KOLLAM DIST,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Kerala,Kollam,3 Star,Without Alcohol,HOTEL DE ORIENT,Vadayattukotta Road  Near Head Post Office  Chinnakkada  Kollam ,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Kerala,Kollam,3 Star,Without Alcohol,HOTEL DONA CASTLE   a unit of Edassery Group of Hotels Pvt Ltd  ,HOTEL DONA CASTLE   a unit of Edassery Group of Hotels Pvt Ltd    LAKSHMINADA  KOTTAMUKKU  KOLLAM,17,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Kerala,Kollam,3 Star,Without Alcohol,Hotel Emerald Palace,Kannanalloor  Kollam,10,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Kerala,Kollam,3 Star,Without Alcohol,HOTEL HARISREE,MOONAMKUTTY KILIKOLLOOR P O  KOLLAM,12,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Kerala,Kollam,3 Star,Without Alcohol,Hotel Lake View ,Thoppilkadavu  Thirumullavaram P O  Kollam Kollam Kollam,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Kerala,Kollam,3 Star,Without Alcohol,HOTEL PALAZHI,KALLUMKADAVU  PATHANAPURAM  KOLLAM DISTRICT,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Kerala,Kollam,3 Star,Without Alcohol,Hotel Railview,Hotel Railview Opp  Kollam Junction Railway Station Chinnakkada  Kollam  691001  Kerala ,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Kerala,Kollam,3 Star,Without Alcohol,Hotel Sea Palace,Kochupilamood Kollam ,20,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Kerala,Kollam,3 Star,Without Alcohol,Hotel Shilpa Retreat,Ayur Kollam,10,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Kerala,Kollam,3 Star,Without Alcohol,HOTEL SOORYA,KANNANALLOOR ROAD  KOTTIYAM P O  ,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Kerala,Kollam,3 Star,Without Alcohol,HOTEL VIJAYA CASTLE,A unit of V  Narayana Pillai and Company  Mannannamukku  Manakara  Sasthamkotta P O  Kollam District  Kerala State  Pin     690 521 ,21,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Kerala,Kollam,3 Star,Without Alcohol,Hotel Vijaya Palace,THATTASSERY  CHAVARA  KOLLAM,14,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Kerala,Kollam,3 Star,Without Alcohol,Mangalath Hotel and Resorts,Chadayamangalam  Kollam,15,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Kerala,Kollam,3 Star,Without Alcohol,MARIYALAYAM MUNROE ISLAND RESIDENCY,PATTAMTHURUTHU P O  MUNROETHURUTHU  KOLLAM,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Kerala,Kollam,3 Star,Without Alcohol,ROYALE REGENCY HOTEL AND CONVENTION CENTER,NH 66 47  OACHIRA KOLLAM DISTRICT,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Kerala,Kollam,3 Star,Without Alcohol,San Tourist Home ,Kavanadu P O   Kollam ,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Kerala,Kollam,3 Star,Without Alcohol,SREE GOKULAM RESIDENCY   A UNIT OF SREE GOKULAM HOTEL  INDIA  PVT LTD ,SREE GOKULAM RESIDENCY   A UNIT OF SREE GOKULAM HOTEL  INDIA  PVT LTD   ADAYARA  OYOOR  KOLLAM,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Kerala,Kollam,3 Star,Without Alcohol,THE ESQUIRE PARK,IVARKALA WEST NORTH  PUTHENAMBALAM  P O  KUNNATHUR  KOLLAM ,12,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Kerala,Kollam,3 Star,Without Alcohol,Vijaya Hotel and Bar,Pada South  Karunagappally  Kollam,10,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Kerala,Kottayam,3 Star,Without Alcohol,Finch Hotels  A unit of Ms Finch Hotels and Traders Pvt Ltd ,Vadakkekara Erattupetta Kottayam,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL AIDA,AIDA Jn  M C Road  Kottayam  Kerala,33,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Kerala,Kottayam,3 Star,Without Alcohol,Hotel Alaina,Central Junction Karukachal Kottayam,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
